Region,Soil_Type,Crop,Rainfall_mm,Temperature_Celsius,Fertilizer_Used,Irrigation_Used,Weather_Condition,Days_to_Harvest,Yield_tons_per_hectare
Este,Calcáreo,Trigo,635.4322118295906,18.73027485557417,False,True,Soleado,72,4.863119684755194
Oeste,Siltoso,Trigo,187.78261476620548,18.594555921139392,True,False,Nublado,114,1.759346524459285
Oeste,Arcilloso,Maiz,352.4312369399046,17.388947059288256,True,False,Nublado,115,3.612571977343592
Sur,Franco,Cebada,932.782342011972,24.06487685617266,True,True,Lluvioso,107,7.750301971457329
Este,Franco,Trigo,932.1779620716608,27.00252524345137,True,True,Soleado,65,8.305243262354649
Este,Arcilloso,Cebada,100.16760763098662,19.017902344360028,True,True,Soleado,71,3.117527712318355
Sur,Siltoso,Maiz,481.8386515600673,19.298931782479887,True,True,Lluvioso,124,5.626543942561824
Este,Calcáreo,Trigo,287.4208332458396,30.437919173679127,True,True,Lluvioso,114,5.675486100823369
Norte,Arcilloso,Maiz,549.5666957200237,35.31920434660527,False,True,Nublado,123,4.289677885133026
Oeste,Arcilloso,Trigo,182.9132718491888,34.23831968464621,True,True,Lluvioso,77,3.6298024937804834
Oeste,Arenoso,Maiz,709.0379261395873,37.06315046035802,False,False,Lluvioso,144,4.3342638224800565
Este,Turba,Cebada,998.6660222747352,33.9117856722432,False,True,Soleado,121,7.423514036532864
Sur,Siltoso,Cebada,521.5925226333529,15.235818121602218,True,False,Soleado,82,5.00909193566763
Este,Turba,Maiz,322.0257683742999,19.790560349109768,False,False,Nublado,117,2.898123913432669
Oeste,Turba,Trigo,581.3904993250574,27.47761390309949,True,True,Lluvioso,103,6.324964458831178
Oeste,Siltoso,Maiz,395.2144666982008,31.125131337992364,False,True,Soleado,77,3.157653913231734
Norte,Arenoso,Cebada,982.9832917388408,31.970531606954086,False,False,Lluvioso,90,4.701722661019345
Este,Franco,Cebada,793.1043275871842,23.592630530294564,True,False,Soleado,92,5.109706616757994
Este,Franco,Maiz,817.6991721715312,29.01376640964351,True,True,Lluvioso,125,7.058921786553196
Este,Arcilloso,Cebada,701.8134922265897,31.451580001890434,False,True,Lluvioso,88,4.192692999948303
Sur,Arcilloso,Trigo,847.790736782257,27.843853431225813,True,False,Nublado,114,5.798533944224372
Este,Calcáreo,Trigo,190.46305362437263,36.38376248680825,True,True,Soleado,99,4.77411669516516
Sur,Siltoso,Cebada,902.6608362503148,26.878245116010355,False,False,Nublado,95,4.985059173405649
Oeste,Franco,Maiz,598.6436131255873,24.10035969621675,False,False,Lluvioso,83,3.674020634015165
Norte,Franco,Trigo,532.9173327375561,36.53616821932772,True,True,Soleado,65,6.223427016193525
Norte,Siltoso,Trigo,666.1653336215528,33.59383631455894,False,True,Nublado,127,5.19356342729666
Oeste,Arcilloso,Cebada,844.3232363266733,24.596613260179275,True,False,Nublado,78,6.644926351794544
Este,Siltoso,Trigo,235.16865356911444,35.69132215903606,False,False,Lluvioso,72,1.640671634353398
Este,Arenoso,Cebada,899.653548120365,34.82861581992815,False,True,Nublado,102,7.3164557226352285
Sur,Franco,Cebada,932.6208479020086,15.377205072184806,True,False,Nublado,79,5.870939599804504
Norte,Calcáreo,Maiz,216.19656749285585,23.03159986188819,True,True,Lluvioso,94,4.565159442146382
Norte,Arenoso,Cebada,792.4801021331447,17.23739531250021,False,False,Nublado,111,5.2728776186076765
Norte,Arenoso,Trigo,127.98067470699492,20.1248503072829,False,False,Nublado,115,0.2871498494603666
Este,Arenoso,Trigo,131.74811959273976,19.54348720036908,False,False,Soleado,120,0.3985934083211958
Sur,Siltoso,Maiz,216.8400283499832,20.08862438404083,True,True,Nublado,147,3.7173509509044655
Norte,Turba,Trigo,758.6263538333918,20.344136815861013,True,False,Nublado,129,6.160152361037091
Este,Arcilloso,Trigo,323.5684163432605,32.61894184858986,False,False,Lluvioso,69,2.693665374478317
Este,Franco,Cebada,577.5060233432118,20.16601101280304,False,False,Soleado,105,4.00066920220726
Sur,Arcilloso,Trigo,726.7870332805923,25.34679546260708,True,False,Nublado,105,5.572191021282612
Oeste,Siltoso,Trigo,721.1408008384719,26.261477407174013,False,True,Soleado,100,4.987810598750315
Este,Franco,Trigo,955.715470439094,37.27143460518275,False,True,Soleado,83,6.729271002344688
Este,Franco,Trigo,440.78405274234944,19.687375485098023,False,True,Lluvioso,64,2.6123346577751434
Oeste,Arenoso,Cebada,720.3346863518743,39.67193566377125,True,True,Lluvioso,109,6.595881875663385
Sur,Turba,Cebada,603.9686581149779,34.40944744562651,True,True,Soleado,120,5.783489729123516
Este,Siltoso,Trigo,318.3139915898561,27.581717194732786,False,True,Soleado,136,3.669668554759903
Sur,Franco,Maiz,383.2747277817376,38.36552281348489,False,True,Nublado,142,2.9188040896450724
Sur,Franco,Cebada,258.5964821593559,35.435724067086625,False,True,Nublado,63,3.345871314164868
Norte,Arcilloso,Cebada,349.0072876400143,34.49670651450013,False,False,Soleado,100,1.777631869339007
Sur,Siltoso,Maiz,962.946964406906,35.02025271182913,False,True,Soleado,69,7.124900211516214
Sur,Franco,Trigo,145.0679248834537,35.81925880613461,False,True,Nublado,112,2.486554868467847
Norte,Calcáreo,Trigo,151.48010372156597,33.51806666564343,True,False,Soleado,110,3.1379851825176948
Oeste,Arcilloso,Maiz,811.4696915025243,37.53870938855806,True,False,Nublado,140,6.231516271136682
Este,Siltoso,Trigo,557.4551033460891,26.79124791428402,False,False,Nublado,71,2.511856460803506
Oeste,Arenoso,Trigo,745.9382075337172,38.10647402743126,True,True,Nublado,124,7.8307758263572
Sur,Siltoso,Trigo,284.8450007876904,21.1295111689001,True,False,Lluvioso,101,3.1661210785904004
Oeste,Franco,Trigo,319.01214302695433,36.9856456456661,False,True,Soleado,69,2.70182574466562
Oeste,Arcilloso,Maiz,161.49763385654305,35.45670933254729,True,True,Nublado,138,4.782689295186318
Sur,Arenoso,Cebada,618.4203263942443,18.061081878522508,True,False,Soleado,91,4.823548486589946
Oeste,Siltoso,Cebada,663.3209597789742,16.629314253841642,True,False,Nublado,80,5.396138339678009
Norte,Siltoso,Cebada,554.1754824983414,19.50587505862353,False,True,Lluvioso,90,4.172704915595256
Este,Arcilloso,Cebada,988.5132048192058,35.95349515184952,True,True,Lluvioso,72,8.374286754483997
Sur,Siltoso,Trigo,590.764222586979,38.84651047287234,True,True,Lluvioso,68,6.231800579560898
Norte,Turba,Maiz,280.50749954008086,29.136976808877183,False,False,Lluvioso,75,2.386156580710733
Este,Arcilloso,Maiz,620.8362683944059,31.702863484882045,True,True,Soleado,126,6.079970296822678
Norte,Siltoso,Maiz,747.5446569769995,31.48660429734065,True,False,Lluvioso,135,5.253973482637037
Sur,Arenoso,Maiz,442.62705807869776,23.600722939338493,False,True,Nublado,124,3.782949346865266
Sur,Arenoso,Cebada,355.44917665165013,15.80795962130787,True,False,Soleado,138,3.3654775800562287
Norte,Arenoso,Maiz,873.2868543520927,25.69751591164448,False,True,Nublado,101,6.186731066644612
Oeste,Franco,Cebada,154.5436364171428,17.568698648893623,True,True,Nublado,135,3.841119353457941
Sur,Siltoso,Cebada,803.4806487531124,23.445135088822568,True,True,Lluvioso,92,6.9521032910519205
Este,Calcáreo,Cebada,346.7838695198126,37.49852880426191,False,False,Lluvioso,74,3.230711027440045
Norte,Arcilloso,Cebada,599.208362386586,28.814321551554084,True,True,Nublado,78,6.878157010436608
Norte,Franco,Maiz,388.3751095123116,32.61114898289411,False,True,Lluvioso,84,3.2410489395841267
Norte,Arcilloso,Trigo,680.8061863003297,28.10594493716636,False,False,Lluvioso,71,4.213999215807866
Sur,Siltoso,Cebada,580.9554316277906,16.139915431536817,False,True,Soleado,124,3.8662597771423006
Oeste,Franco,Cebada,415.5421211033968,22.481338372984062,False,False,Nublado,138,2.786143075992121
Sur,Siltoso,Maiz,301.4741369752151,15.209855417649113,True,False,Nublado,70,3.712685300317303
Sur,Turba,Cebada,664.9838806416298,28.54414523957051,False,True,Nublado,72,4.643323471327162
Sur,Franco,Trigo,197.8770942200564,37.09389135987644,False,True,Nublado,67,2.767562322947388
Sur,Arcilloso,Cebada,684.5605824913122,19.04248776255136,False,False,Soleado,86,4.440703678571051
Sur,Turba,Trigo,855.7655490082948,16.872176431680273,True,True,Soleado,137,7.366171754746423
Oeste,Arenoso,Maiz,361.7778289806026,15.81522188529694,False,True,Lluvioso,92,3.3765902141270523
Sur,Turba,Cebada,639.4481321389753,23.84772952981201,False,False,Nublado,101,3.177157092223739
Norte,Turba,Maiz,762.774196800105,20.65381941204537,False,True,Nublado,86,6.402667112697104
Este,Franco,Maiz,647.9558306304692,18.130106947188704,False,False,Nublado,85,3.97953279321664
Norte,Siltoso,Trigo,542.6590985583871,15.195251235945312,False,True,Lluvioso,129,4.0006703303399815
Sur,Siltoso,Cebada,155.3689551183701,30.87203485306523,True,True,Lluvioso,118,3.5179454187373382
Este,Calcáreo,Cebada,281.80704975686393,39.55252738970654,False,True,Nublado,64,3.344289898473084
Oeste,Franco,Maiz,296.2348074597704,15.737024559722958,True,True,Nublado,86,4.817142955398952
Sur,Arenoso,Maiz,249.982464334127,27.37657866032304,True,False,Nublado,148,3.489481375712713
Sur,Franco,Trigo,241.3937245859172,34.17033678091137,False,False,Lluvioso,71,1.5297273723651736
Sur,Turba,Maiz,459.5704632275631,15.43174807940354,False,False,Soleado,138,2.767691873198322
Norte,Siltoso,Trigo,249.43308390647752,27.38540227867909,True,True,Lluvioso,86,3.226275671311872
Norte,Siltoso,Cebada,822.0536596715218,20.644378634892604,True,True,Lluvioso,67,6.739488988474281
Sur,Arcilloso,Cebada,637.8952490300885,32.43236395931301,True,False,Soleado,140,4.995292522141445
Sur,Arcilloso,Trigo,761.7208045676426,37.02094493892815,True,True,Nublado,73,6.734826199384275
Sur,Turba,Trigo,548.4648647446085,27.62880744612381,True,True,Lluvioso,69,6.0745876539438095
Sur,Turba,Trigo,575.2646161526804,37.10094178845591,True,False,Soleado,135,4.905932291791712
Este,Turba,Cebada,416.82186387080833,39.53183245655424,False,False,Nublado,81,2.553570771987605
Este,Arcilloso,Cebada,434.3982407224804,35.45857160504582,True,True,Soleado,140,5.706952869816635
Sur,Franco,Cebada,453.49693107743394,32.91954268581941,False,True,Soleado,145,4.389132874797143
Este,Calcáreo,Cebada,203.11284551876804,18.090502807048114,False,True,Soleado,100,2.62678602636554
Oeste,Calcáreo,Cebada,914.7718498715286,29.961666261054184,False,True,Nublado,109,5.829102709144766
Este,Arenoso,Maiz,589.289449759844,31.65805716670826,False,True,Nublado,125,4.191537274043649
Este,Siltoso,Cebada,303.22145470911664,21.38822732786212,True,False,Nublado,73,3.731609837396703
Este,Siltoso,Maiz,727.1671251018324,28.346742449690563,True,False,Lluvioso,60,5.663586082781664
Sur,Siltoso,Trigo,541.2908432636066,36.28883183361772,False,False,Soleado,114,3.8175981520824425
Sur,Siltoso,Maiz,501.0182295427761,36.075813882920926,True,False,Soleado,73,5.085224963286168
Norte,Turba,Trigo,262.1661855910837,15.639960464700184,True,False,Lluvioso,66,3.206455538462402
Oeste,Franco,Trigo,469.01836864913554,22.767274658364443,False,True,Lluvioso,137,4.392421399976265
Norte,Arcilloso,Cebada,425.465652820211,34.28255311310183,False,True,Lluvioso,123,4.9321012583930255
Sur,Turba,Cebada,615.4588415035378,16.11853759122114,False,False,Soleado,98,3.547212080726234
Este,Calcáreo,Cebada,426.8300472313159,18.002668998170993,False,True,Lluvioso,131,4.306448472072573
Norte,Arenoso,Cebada,630.6013461011728,37.42634359546162,True,False,Soleado,147,6.135973547981376
Norte,Turba,Maiz,259.35277137867354,23.488828027531017,False,False,Soleado,139,1.8478594395547467
Norte,Arenoso,Trigo,107.0119629752504,18.55071589159529,False,True,Lluvioso,124,2.437396418950842
Oeste,Arcilloso,Maiz,285.5428845660775,15.80443759416726,False,False,Soleado,146,1.4729654320673555
Sur,Franco,Maiz,384.14194036258783,18.7009514809086,False,True,Nublado,142,2.976483938768294
Este,Calcáreo,Maiz,821.898440070541,28.964173531082945,False,False,Lluvioso,107,3.984759869314967
Oeste,Calcáreo,Cebada,574.4781088605727,18.777303491576177,True,True,Soleado,139,5.766231051161731
Norte,Siltoso,Maiz,383.0746974102,35.61733593013561,True,True,Nublado,107,5.613485392108191
Este,Calcáreo,Maiz,685.7757962332894,21.28864050733965,True,False,Soleado,146,5.493317748545923
Norte,Arenoso,Cebada,728.567821722733,15.916784893614068,False,True,Nublado,97,4.851057313773433
Este,Calcáreo,Trigo,574.0625274353085,15.0351618913229,False,False,Soleado,94,3.0410385586905284
Norte,Franco,Trigo,417.235660572778,21.312181679839657,False,True,Lluvioso,123,3.277850722974715
Oeste,Siltoso,Trigo,765.6518572148346,24.38708460271748,True,False,Soleado,82,6.360659480360257
Sur,Arcilloso,Trigo,809.4106378142855,38.93763566878441,True,True,Soleado,63,8.055136407157583
Norte,Turba,Trigo,165.6273490542415,28.710523163645124,True,True,Lluvioso,109,4.426181855186551
Oeste,Calcáreo,Trigo,311.2561687561972,23.38700588417872,True,True,Soleado,88,5.679888020173093
Oeste,Turba,Trigo,609.1912122364512,33.29320240988343,False,False,Lluvioso,100,3.416852654596012
Sur,Arcilloso,Cebada,806.6908313612571,26.023937796128344,True,False,Nublado,146,6.57145648603816
Oeste,Arcilloso,Maiz,824.4224835873442,35.712102455510355,False,False,Soleado,134,5.721106388882288
Sur,Franco,Cebada,310.0300516052779,21.30156351993022,True,False,Lluvioso,94,3.606609166737712
Sur,Arcilloso,Trigo,593.3418476177294,29.115757985705063,False,False,Nublado,91,3.444652162341272
Este,Turba,Maiz,430.0704894654025,38.10901187344488,True,True,Lluvioso,85,5.7707495667871775
Norte,Arenoso,Trigo,218.4793602260021,22.521073326870184,False,False,Nublado,68,1.4171089759464854
Norte,Siltoso,Cebada,669.8504573872409,35.01790584553228,False,True,Lluvioso,67,6.184194379986857
Este,Franco,Trigo,156.36056640545337,29.765520755873474,False,False,Lluvioso,116,0.6947151572834935
Este,Turba,Trigo,101.32019228699598,36.3230692315866,False,False,Soleado,106,1.3518594169441576
Sur,Arcilloso,Maiz,498.8054794389137,32.15713915063986,True,True,Soleado,98,6.676210850252046
Sur,Arcilloso,Trigo,582.8427096186957,31.90857573758497,False,True,Soleado,143,4.140504849428837
Norte,Franco,Maiz,934.3784696478176,27.983706462907044,False,False,Lluvioso,60,5.555956215291552
Este,Siltoso,Cebada,830.3058832951641,20.793228829709072,False,True,Nublado,139,4.961120384073823
Norte,Turba,Maiz,451.9972505147112,33.67662380539439,False,False,Lluvioso,133,3.738286676791678
Oeste,Arenoso,Maiz,347.11411703099986,37.27794400214926,False,False,Nublado,70,2.321338116093309
Oeste,Arenoso,Maiz,441.99088304338505,21.486663550019465,False,True,Lluvioso,139,3.6067756639486617
Este,Siltoso,Maiz,646.5091548370767,26.277355464896864,True,True,Soleado,99,6.4962693689745805
Sur,Arenoso,Trigo,767.0863968199147,16.059148802495912,False,True,Nublado,112,5.817110784280145
Oeste,Calcáreo,Maiz,291.35875893711625,37.6082887296361,False,False,Soleado,71,2.0194773772749417
Este,Arcilloso,Trigo,111.26815370814248,25.80955777336291,True,False,Lluvioso,61,1.996109734901987
Sur,Turba,Maiz,270.7036918978743,37.3145018393984,False,True,Nublado,91,3.327659805081644
Sur,Arcilloso,Maiz,816.5690286599136,17.118530260289127,True,True,Soleado,62,7.528225939011373
Sur,Siltoso,Cebada,860.0702530620175,18.03245810380277,True,False,Nublado,73,5.632529010179153
Oeste,Calcáreo,Maiz,918.544343955994,21.34255513508252,True,True,Lluvioso,104,7.169929702090009
Norte,Franco,Cebada,525.8863649787545,35.87967796673727,True,False,Soleado,107,4.919980506797101
Norte,Turba,Maiz,884.2269405713047,17.890446314777613,False,True,Nublado,130,5.371026670983536
Este,Arenoso,Cebada,870.6141364298242,19.8011515121314,False,True,Soleado,140,5.803274998853917
Oeste,Franco,Cebada,775.277728414651,30.895317952493443,True,True,Soleado,136,6.875372942336263
Sur,Siltoso,Cebada,318.9325492584252,36.6742214065654,True,True,Lluvioso,73,5.407067185167817
Oeste,Siltoso,Trigo,771.7112842678629,34.09842829349109,False,True,Nublado,76,6.405501306751036
Sur,Franco,Cebada,218.59175703334023,36.07681659004176,False,False,Soleado,81,2.3351068923896574
Sur,Franco,Trigo,490.05647651741833,26.599038059992928,False,False,Soleado,94,2.945718867363541
Sur,Siltoso,Cebada,255.63712857304583,16.89110136867531,True,True,Nublado,146,4.043698662061377
Oeste,Calcáreo,Trigo,125.0198840045666,18.63827646486904,True,True,Soleado,114,3.615554429745625
Este,Arcilloso,Maiz,983.6748001378272,17.984478191494734,True,True,Lluvioso,71,8.11107523540323
Oeste,Franco,Trigo,216.1349407357962,38.90574161143578,True,False,Soleado,134,2.900121366115627
Sur,Calcáreo,Cebada,450.7423342124495,18.7928925966904,True,False,Lluvioso,145,3.903143161089627
Este,Arenoso,Trigo,797.3802203538246,33.290047347234065,True,True,Soleado,133,7.3634798095906415
Sur,Arcilloso,Trigo,446.3714238472468,23.845847699410825,False,False,Nublado,83,2.919084215370777
Sur,Franco,Cebada,738.1872866661483,38.41385257544498,True,True,Lluvioso,71,7.58192138774969
Este,Arcilloso,Maiz,436.3135052170976,26.85002262781609,True,False,Nublado,108,4.132285356650944
Este,Calcáreo,Cebada,580.7271819619704,24.576023515671736,True,True,Nublado,120,6.231443205429478
Norte,Calcáreo,Cebada,672.3441838899759,23.647535287663864,False,False,Nublado,112,3.879481090501156
Este,Arcilloso,Trigo,645.8152213074484,34.05236175728507,True,True,Lluvioso,147,6.405730290215671
Oeste,Siltoso,Trigo,305.5499757684309,33.41734433230891,False,True,Soleado,71,3.436516135696817
Este,Arcilloso,Trigo,238.4310534724097,30.56108147623307,True,True,Lluvioso,101,4.1826997590289015
Oeste,Franco,Trigo,371.7587429531753,22.899961574002333,True,False,Nublado,76,4.424774329921712
Este,Arcilloso,Trigo,921.3795010532962,33.62491877049359,True,False,Soleado,114,6.83928753453056
Este,Turba,Maiz,478.9016010333079,30.75394545466021,False,False,Soleado,136,2.683339663459642
Norte,Arenoso,Trigo,453.91470770931966,31.761677505187965,False,False,Lluvioso,114,2.73827760282799
Norte,Calcáreo,Maiz,115.67688080186473,17.29795505313089,True,False,Soleado,74,2.155834994225172
Oeste,Siltoso,Maiz,542.095850472873,26.6647747725547,False,False,Nublado,146,3.575352781337941
Oeste,Siltoso,Trigo,638.6860112233247,17.397806018860308,True,True,Lluvioso,77,6.03915608223824
Este,Turba,Cebada,371.9320786008511,29.87063664131581,True,True,Soleado,144,4.878606685781902
Oeste,Calcáreo,Maiz,241.83043598395645,26.114717915297096,True,True,Lluvioso,130,3.8683875177930975
Este,Franco,Cebada,423.13392891607793,31.715556458183773,True,False,Soleado,76,4.858621774460245
Sur,Turba,Trigo,339.0459366699484,29.684401496090928,True,True,Soleado,70,5.165913254763016
Norte,Calcáreo,Trigo,415.4843738900256,17.137291881869544,False,False,Lluvioso,137,2.9510695225791004
Este,Turba,Trigo,248.4594852325556,25.99695594107288,False,False,Soleado,128,2.071493194560776
Oeste,Siltoso,Cebada,184.66965404700807,16.58105413603847,True,False,Nublado,134,2.7940774546675287
Oeste,Calcáreo,Cebada,905.925127037082,31.19602372392059,False,False,Soleado,63,5.104690125590158
Sur,Siltoso,Maiz,905.3875634054032,38.90699678009799,False,True,Soleado,124,6.143943759461283
Sur,Arenoso,Cebada,699.6188525628427,19.848837479980947,True,False,Lluvioso,107,5.525315402389029
Sur,Turba,Maiz,343.6857181057852,18.848547036137152,True,True,Soleado,112,5.184794116566858
Este,Arenoso,Maiz,515.3690398354348,17.089995980201444,False,False,Lluvioso,132,3.024147111257927
Sur,Turba,Maiz,381.4160385286741,35.31546187951341,False,True,Soleado,101,2.315950085041857
Oeste,Turba,Maiz,925.891270243774,23.596359059292745,False,True,Soleado,110,7.588571925679266
Sur,Calcáreo,Maiz,662.5061595094569,25.78922840424972,False,False,Lluvioso,63,3.87865125954865
Este,Siltoso,Cebada,618.5983976073849,23.524427112541083,True,True,Nublado,93,6.554337312405753
Sur,Turba,Trigo,434.5405251825318,18.088681781767807,False,True,Soleado,64,5.299377313845659
Norte,Arcilloso,Trigo,254.9795769129904,37.93738186306384,False,False,Lluvioso,145,2.1149215978323426
Norte,Arcilloso,Trigo,412.25084832158734,32.40145460486381,True,True,Nublado,120,5.953537531449436
Sur,Siltoso,Maiz,359.3697565665263,21.91870992061528,True,False,Soleado,74,3.2530099290215286
Oeste,Siltoso,Cebada,812.0184700583135,39.88372822343338,False,True,Nublado,66,6.451222009249479
Este,Arenoso,Cebada,922.5359091401068,20.957343229437765,False,True,Nublado,75,6.127257142123637
Este,Franco,Cebada,419.4323280606149,20.64712300708819,False,True,Soleado,121,3.5715496141415057
Sur,Franco,Cebada,564.5695161454762,26.59012698571852,False,False,Nublado,135,3.129540409695882
Sur,Turba,Maiz,897.0261013065656,34.73766768341713,True,True,Nublado,125,8.380168323689368
Norte,Siltoso,Maiz,137.58626058758654,25.221699772752743,False,True,Nublado,129,1.8374164550466885
Este,Arcilloso,Cebada,581.5601014539611,34.37039530812391,True,True,Lluvioso,95,5.727904147843096
Norte,Calcáreo,Cebada,755.4665908038112,26.74498893258433,False,False,Nublado,132,4.7931472212434825
Este,Turba,Maiz,154.54083712140897,26.31146040027974,True,True,Soleado,94,3.871784284955465
Oeste,Turba,Cebada,601.0188997938217,33.09440253853242,False,True,Lluvioso,62,4.658587818759336
Este,Arenoso,Cebada,180.84915688889689,16.17498869204776,True,False,Lluvioso,118,2.516253809055607
Oeste,Siltoso,Trigo,577.1928889321771,35.28168955653708,True,True,Nublado,144,6.468062557397341
Norte,Siltoso,Trigo,493.438157149097,20.30408521871929,True,True,Soleado,102,5.003374034788186
Norte,Siltoso,Maiz,213.3175815119124,37.5885792431708,True,True,Nublado,120,4.279153237886869
Norte,Siltoso,Trigo,455.90724233876745,32.14829868080854,True,True,Lluvioso,133,5.0941622727191245
Norte,Turba,Cebada,773.5534282889074,16.57688111024686,True,True,Lluvioso,109,7.080545415565527
Oeste,Turba,Cebada,130.7417851523186,30.74053969936961,False,False,Soleado,62,1.1898801013536382
Norte,Calcáreo,Cebada,964.79164702761,25.79093857909909,True,False,Soleado,85,7.257270269962892
Sur,Arenoso,Trigo,681.5254475319992,34.191942135160026,True,False,Soleado,89,5.244167503148189
Este,Arenoso,Trigo,305.61871100911696,15.450349155409494,False,False,Soleado,143,1.4031668202293377
Sur,Arenoso,Cebada,615.5684081886609,37.88961467742678,True,False,Nublado,132,5.796349252049481
Norte,Franco,Cebada,510.2689307009703,21.52479937817853,True,False,Nublado,76,3.547423545775952
Este,Calcáreo,Trigo,971.2661572337228,32.635470731698774,False,False,Lluvioso,145,5.7072146498671135
Este,Turba,Trigo,385.84870292423807,32.313072947481075,False,True,Soleado,136,3.0168033635054874
Este,Turba,Cebada,190.8459705391581,37.58628317058308,False,False,Lluvioso,63,1.3763560852689034
Oeste,Franco,Maiz,466.1191000419039,27.22222847545057,True,False,Nublado,139,4.45996624247152
Norte,Arcilloso,Maiz,879.1888651974546,26.14396287359533,False,False,Lluvioso,84,5.03084960913962
Norte,Calcáreo,Trigo,302.7891547076307,31.023374168184976,True,False,Lluvioso,130,2.7912558853646168
Oeste,Siltoso,Maiz,706.2014176515564,29.711907210688928,True,False,Soleado,95,5.481388944452073
Oeste,Calcáreo,Trigo,216.36874262271093,38.31962776081234,True,True,Nublado,109,5.65509916934637
Norte,Franco,Trigo,434.2356971917798,20.460282830511467,False,False,Lluvioso,116,2.977720898826861
Norte,Arenoso,Maiz,693.1104913998491,27.546515689731045,True,True,Nublado,69,6.621535532513306
Este,Arcilloso,Trigo,392.6251836956992,20.854089158241344,False,True,Lluvioso,140,3.870785951437714
Oeste,Arcilloso,Cebada,249.3773157586615,34.210223510157086,True,True,Nublado,64,4.845567574943834
Oeste,Siltoso,Maiz,274.80551400575337,22.849540072620616,False,True,Nublado,146,3.5229040640607887
Norte,Siltoso,Cebada,115.85320584101927,29.24943377122012,True,True,Lluvioso,84,4.328719937680904
Norte,Arcilloso,Maiz,418.0345299139153,36.35512684286599,True,False,Soleado,64,3.815793428752479
Norte,Turba,Maiz,942.5988749007104,34.739353706682806,False,True,Lluvioso,130,6.510948637615132
Este,Franco,Maiz,962.7835550048916,35.875347470919365,False,True,Soleado,69,6.929365688057792
Este,Siltoso,Cebada,599.6453198313011,28.537116712559577,False,False,Nublado,62,4.513291743618535
Este,Arenoso,Cebada,814.524148015937,33.2563729840922,False,False,Lluvioso,80,4.690475964860138
Sur,Turba,Trigo,778.4377500681451,31.420664981052443,True,True,Nublado,128,7.267772028947915
Este,Arenoso,Trigo,873.6347463135237,29.0127754853714,True,False,Nublado,80,6.399316577613918
Norte,Siltoso,Maiz,505.243294836629,19.78677941154316,False,True,Lluvioso,138,3.893996940429013
Este,Arenoso,Cebada,896.5434592984186,18.398454309903546,False,True,Nublado,85,6.073248359063527
Este,Turba,Maiz,932.3381700729412,31.34645020258965,True,True,Nublado,142,8.501252380053627
Oeste,Siltoso,Maiz,281.25275086500073,23.37809651547768,False,True,Lluvioso,100,3.3608615795530343
Oeste,Calcáreo,Trigo,626.3833846001764,18.94774702705115,True,True,Lluvioso,82,6.009529825853539
Norte,Arenoso,Trigo,497.0521930575633,38.18231092689223,True,True,Nublado,72,6.475442665953598
Oeste,Siltoso,Cebada,732.877589190548,35.8146828861631,False,True,Soleado,66,5.074559674719884
Sur,Turba,Maiz,454.1277444935373,32.17290697532549,True,True,Soleado,114,4.992185224881447
Sur,Franco,Maiz,162.07411594719213,25.8646198983127,False,False,Soleado,147,1.9037223492663693
Este,Siltoso,Cebada,157.746643412241,33.90340167812116,True,False,Soleado,65,2.126210057999085
Norte,Arenoso,Cebada,187.0692548240268,39.5533716865185,False,True,Soleado,98,2.9303557126267474
Oeste,Arcilloso,Cebada,330.03633541302486,38.98231350840578,True,True,Nublado,139,4.603617345291188
Este,Franco,Maiz,572.9225787028184,38.23566013253694,False,True,Nublado,97,4.709061671397185
Sur,Calcáreo,Trigo,272.0845110300413,29.209836344707497,True,False,Soleado,95,2.597291401780386
Sur,Arcilloso,Cebada,785.2621085650694,30.05426495045956,False,True,Lluvioso,105,6.474112985700373
Oeste,Arenoso,Maiz,882.9394448153181,34.73823450115715,False,False,Soleado,75,4.488053425222725
Este,Franco,Maiz,987.6416793136996,39.66519922802276,False,False,Lluvioso,68,5.769798730997274
Sur,Arcilloso,Trigo,465.25729326422817,26.539913237302216,True,False,Nublado,123,4.195396392752609
Sur,Arenoso,Maiz,157.1653413082022,28.06867593304801,True,False,Nublado,141,3.528892597909365
Sur,Turba,Cebada,510.09302769901984,34.631355223577,False,False,Soleado,123,3.5796585728451724
Este,Turba,Maiz,277.85311193171265,22.453070281551085,False,False,Nublado,127,1.9831748855205968
Oeste,Calcáreo,Maiz,417.75441842404575,34.62039808146402,True,False,Lluvioso,87,4.249176065158665
Este,Turba,Maiz,128.80466893246097,32.30516931578508,True,True,Lluvioso,104,4.240695717205532
Oeste,Arenoso,Maiz,967.615735748748,26.256406056095727,False,True,Lluvioso,67,6.292464545952428
Este,Arcilloso,Trigo,831.3495571961563,20.31918596599226,False,True,Nublado,140,5.751166311701664
Sur,Calcáreo,Maiz,819.0274397571864,30.82262343656568,True,True,Lluvioso,91,7.273254320931314
Norte,Arenoso,Cebada,215.51268474659787,24.866302204581267,True,False,Nublado,124,3.3288691094352214
Oeste,Siltoso,Cebada,788.0521161825702,34.446883222758004,False,False,Lluvioso,104,4.40107804177761
Este,Calcáreo,Cebada,562.6766815328997,29.59937699713853,False,True,Lluvioso,80,4.626035255890503
Oeste,Arcilloso,Cebada,483.3637455060712,38.77329715296942,True,True,Soleado,143,5.9560691236380325
